name_with_owner,stargazers,created_at,releases_count,n_classes,cbo_mean,dit_mean,lcom_mean,loc,comment_lines
ongakuer/CircleIndicator,4265,2014-07-30T14:02:56Z,7,45,6.511111111111111,1.6222222222222222,8.511111111111111,1712.0,
opendataloader-project/opendataloader-pdf,12731,2025-05-13T05:48:02Z,54,155,7.451612903225806,1.1870967741935483,52.08387096774194,15812.0,
opengoofy/hippo4j,5992,2021-06-16T02:59:48Z,18,1206,4.5945273631840795,1.1824212271973467,5.932006633499171,31320.0,
opensearch-project/OpenSearch,12710,2021-01-29T22:10:00Z,66,19777,7.4507761541184205,1.7253880770592103,39.46270920766547,1338628.0,
openzipkin/zipkin,17421,2012-06-06T18:26:16Z,99,821,6.534713763702801,1.6394640682095005,19.354445797807553,39017.0,
oracle/opengrok,4790,2013-01-07T11:49:18Z,302,1148,5.219512195121951,1.6210801393728222,78.44163763066202,71477.0,
orhanobut/dialogplus,4973,2014-12-12T09:24:44Z,9,29,5.241379310344827,1.0344827586206897,57.86206896551724,1047.0,
orhanobut/hawk,4065,2015-02-19T22:25:23Z,22,26,3.6153846153846154,1.0384615384615385,12.961538461538462,834.0,
orhanobut/logger,13875,2015-03-20T22:30:12Z,16,18,5.833333333333333,1.1666666666666667,14.944444444444445,827.0,
orientechnologies/orientdb,4951,2012-12-09T20:33:47Z,232,5108,6.551879404855129,1.6288175411119812,312.58907595927957,452721.0,
oshi/oshi,5196,2012-02-10T12:46:48Z,172,827,5.575574365175332,1.6662636033857317,30.221281741233373,48337.0,
osmandapp/OsmAnd,5631,2011-01-15T19:59:44Z,1,6130,9.00326264274062,1.7208809135399674,109.05742251223491,698686.0,
paascloud/paascloud-master,9879,2018-03-17T05:40:43Z,0,744,6.002688172043011,1.336021505376344,5.443548387096774,16488.0,
pagehelper-org/Mybatis-PageHelper,12376,2014-06-09T15:32:30Z,15,184,5.820652173913044,1.4565217391304348,29.391304347826086,7474.0,
pardom-zz/ActiveAndroid,4683,2012-11-15T18:10:45Z,0,62,5.67741935483871,2.5806451612903225,22.080645161290324,3158.0,
pedant/sweet-alert-dialog,7229,2014-10-19T09:24:09Z,2,16,4.375,1.25,31.0625,943.0,
pedrovgs/AndroidWiFiADB,4156,2015-10-18T21:58:45Z,8,30,2.8666666666666667,1.5,12.133333333333333,1096.0,
pedrovgs/EffectiveAndroidUI,6009,2014-07-04T08:42:20Z,0,73,4.438356164383562,1.3424657534246576,11.616438356164384,1923.0,
pentaho/pentaho-kettle,8328,2013-10-08T18:27:11Z,1,11362,6.059848618201021,1.2813765182186234,81.9303819750044,793177.0,
permissions-dispatcher/PermissionsDispatcher,11192,2015-08-15T21:41:05Z,40,119,1.6218487394957983,1.226890756302521,34.378151260504204,3184.0,
perwendel/spark,9663,2011-05-05T11:52:05Z,0,221,4.542986425339366,1.2986425339366516,47.11764705882353,9588.0,
phishman3579/java-algorithms-implementation,4530,2013-11-20T03:30:19Z,0,439,3.710706150341686,1.5831435079726652,7.050113895216401,31758.0,
phodal/migration,3476,2020-01-08T02:11:38Z,0,12,1.4166666666666667,1.0,0.08333333333333333,101.0,
pig-mesh/pig,6607,2019-08-26T03:24:53Z,20,383,6.955613577023499,1.3080939947780679,5.300261096605744,7667.0,
pingfangushi/screw,3972,2020-06-21T11:37:06Z,0,136,4.985294117647059,1.3529411764705883,5.242647058823529,3941.0,
pinpoint-apm/pinpoint,13822,2014-10-20T09:27:22Z,63,9223,5.238859373305866,1.138241353138892,11.748021251219777,291418.0,
plantuml/plantuml,12882,2010-11-04T15:55:50Z,67,4160,7.177644230769231,1.5134615384615384,36.292788461538464,200634.0,
pmd/pmd,5372,2012-07-11T18:03:00Z,114,4114,5.674282936315022,2.041079241614001,43.640009722897425,148386.0,
pockethub/PocketHub,9376,2011-09-08T16:52:50Z,1,212,6.5754716981132075,1.4811320754716981,9.04245283018868,6980.0,
portfolio-performance/portfolio,3761,2012-03-24T09:43:08Z,265,2723,7.4153507161219245,1.4061696658097687,86.6265148733015,300617.0,
powermock/powermock,4183,2014-05-28T07:53:53Z,16,1265,3.3691699604743084,1.242687747035573,22.765217391304347,32844.0,
pqpo/SmartCropper,4127,2017-08-03T11:08:41Z,13,12,6.25,1.3333333333333333,122.5,1021.0,
prestodb/presto,16682,2012-08-09T01:03:37Z,14,13063,8.805098369440405,1.3863584169027023,85.14506621756105,808500.0,
processing/processing,6497,2013-01-24T21:17:22Z,48,922,3.7310195227765726,1.6420824295010845,507.76138828633407,110008.0,
prolificinteractive/material-calendarview,5929,2015-02-09T22:31:56Z,22,88,6.454545454545454,1.5340909090909092,69.01136363636364,3658.0,
promeG/TinyPinyin,3942,2015-09-30T03:24:50Z,2,65,2.0615384615384613,1.0923076923076922,8.753846153846155,1401.0,
proxyee-down-org/proxyee-down,24773,2017-10-25T10:07:27Z,49,60,5.516666666666667,1.4666666666666666,19.516666666666666,3392.0,
puniverse/quasar,4563,2013-03-27T14:51:24Z,18,1349,3.4329132690882136,1.5151964418087471,35.99703484062268,52770.0,
pxb1988/dex2jar,13107,2015-03-16T09:13:07Z,8,571,5.4308231173380035,1.5709281961471104,21.13309982486865,41715.0,
pytorch/serve,4361,2019-10-03T03:17:43Z,24,251,5.800796812749004,1.4661354581673307,63.91633466135458,18747.0,
qiurunze123/miaosha,26614,2018-09-14T04:36:24Z,0,286,4.146853146853147,1.1258741258741258,14.3006993006993,8581.0,
qstumn/BadgeView,3969,2017-02-08T02:01:39Z,5,35,4.3428571428571425,1.3142857142857143,49.885714285714286,1759.0,
quarkusio/quarkus,15590,2018-07-06T00:44:20Z,467,32789,5.177193571014669,1.2285522583793345,53.48174692732319,948883.0,
quartz-scheduler/quartz,6712,2016-03-07T14:05:37Z,8,506,5.57905138339921,1.4545454545454546,124.5790513833992,35394.0,
querydsl/querydsl,4963,2011-08-05T06:46:32Z,35,3232,5.1834777227722775,2.038675742574257,42.900680693069305,98636.0,
qunarcorp/bistoury,4089,2019-08-01T07:54:25Z,8,1361,4.983835415135929,1.281410727406319,21.41587068332109,73638.0,
rabbitmq/rabbitmq-tutorials,6883,2010-09-21T11:41:26Z,0,51,4.8431372549019605,1.0,2.196078431372549,1585.0,
raphw/byte-buddy,6799,2013-11-25T19:38:03Z,313,6242,5.967318167254085,1.5828260173021467,15.206023710349246,291995.0,
razerdp/BasePopup,5255,2016-01-15T03:31:07Z,15,568,5.890845070422535,1.6954225352112675,34.33098591549296,28316.0,
rbmonster/learning-note,3790,2020-06-15T16:47:25Z,0,658,2.1945288753799392,1.1732522796352585,2.893617021276596,13368.0,
react-native-config/react-native-config,4952,2016-02-23T00:19:11Z,33,20,4.6,1.5,1.95,443.0,
react-native-image-picker/react-native-image-picker,8634,2015-06-08T20:25:31Z,142,11,6.181818181818182,1.5454545454545454,66.18181818181819,818.0,
react-native-share/react-native-share,3879,2015-09-30T02:27:34Z,145,41,5.634146341463414,2.073170731707317,8.609756097560975,1792.0,
react-native-webrtc/react-native-webrtc,4949,2015-09-27T10:57:30Z,82,67,6.119402985074627,1.1492537313432836,8.656716417910447,4108.0,
reactive-streams/reactive-streams-jvm,4871,2014-02-28T13:16:15Z,0,459,3.122004357298475,1.2766884531590414,20.335511982570807,15738.0,
reactor/reactor-core,5216,2015-11-10T10:06:40Z,224,2242,7.0276538804638715,1.5383586083853702,122.37912578055308,202300.0,
realm/realm-java,11486,2012-04-20T09:18:42Z,0,1912,4.327405857740586,1.2102510460251046,51.74843096234309,110167.0,
redis/jedis,12302,2010-06-11T13:04:43Z,121,1448,5.783149171270718,1.4026243093922652,460.81008287292815,126557.0,
redis/lettuce,5731,2014-05-10T13:08:46Z,152,2459,6.431069540463603,1.3651891012606752,146.60227734851566,138654.0,
redisson/redisson,24292,2014-01-11T14:06:25Z,179,3018,5.655069582504971,1.321404903909874,166.7909211398277,172344.0,
rememberber/WePush,4641,2017-06-23T09:03:36Z,58,276,6.829710144927536,1.5797101449275361,25.14855072463768,22791.0,
remkop/picocli,5349,2017-02-01T16:38:41Z,86,2938,2.8818924438393463,1.1089176310415247,58.95371000680735,96025.0,
rengwuxian/MaterialEditText,6096,2014-10-30T10:07:23Z,19,26,5.653846153846154,1.3076923076923077,742.8461538461538,3385.0,
rengwuxian/RxJavaSamples,3919,2016-03-24T13:08:10Z,3,53,4.547169811320755,1.3962264150943395,1.6037735849056605,1001.0,
resilience4j/resilience4j,10620,2015-06-03T09:21:01Z,36,1747,7.22610188895249,1.4487693188322839,17.683457355466516,65725.0,
rest-assured/rest-assured,7124,2010-10-21T08:35:43Z,0,706,5.796033994334278,1.2138810198300283,105.92492917847025,29029.0,
rey5137/material,5965,2014-12-09T12:07:32Z,10,305,6.511475409836065,1.6459016393442623,54.49508196721312,27346.0,
robinhood/ticker,4381,2016-07-15T21:37:52Z,9,31,4.612903225806452,1.3225806451612903,27.612903225806452,1581.0,
roboguice/roboguice,3738,2012-08-12T20:37:19Z,0,3335,4.701349325337332,1.4158920539730135,7.127736131934033,74026.0,
robolectric/robolectric,6004,2010-08-28T00:28:25Z,111,4079,5.936749203236087,1.350085805344447,71.98945820053935,229156.0,
rockerhieu/emojicon,3605,2014-01-18T12:32:38Z,2,39,5.153846153846154,1.564102564102564,6.769230769230769,2971.0,
rom1v/sndcpy,3521,2020-06-09T19:36:57Z,2,4,7.75,2.0,20.25,214.0,
romandanylyk/PageIndicatorView,4629,2016-08-20T19:25:32Z,14,72,5.513888888888889,1.5,22.805555555555557,3532.0,
roncoo/roncoo-pay,4968,2016-07-21T02:46:06Z,0,394,5.192893401015229,1.2893401015228427,63.19035532994924,20047.0,
ronmamo/reflections,4773,2013-04-16T16:19:26Z,3,197,2.771573604060914,1.1522842639593909,13.65989847715736,4782.0,
roughike/BottomBar,8381,2016-03-16T01:31:05Z,4,66,4.909090909090909,1.2878787878787878,61.666666666666664,2834.0,
rovo89/XposedInstaller,3970,2012-04-02T20:33:05Z,0,203,4.896551724137931,1.4187192118226601,8.517241379310345,8980.0,
rstudio/rstudio,4982,2010-12-07T19:10:25Z,0,7170,4.87768479776848,1.2725244072524406,372.05258019525803,239274.0,
rubenlagus/TelegramBots,5438,2016-01-14T00:13:07Z,113,804,10.516169154228855,2.1791044776119404,11.309701492537313,22367.0,
rubensousa/GravitySnapHelper,4997,2016-08-31T07:25:23Z,15,7,6.857142857142857,1.5714285714285714,66.0,600.0,
rubensousa/PreviewSeekBar,3468,2017-01-24T23:52:44Z,10,23,5.6521739130434785,1.173913043478261,28.17391304347826,1166.0,
rubensousa/ViewPagerCards,4069,2016-08-20T15:24:12Z,0,9,5.333333333333333,1.5555555555555556,2.2222222222222223,240.0,
runelite/runelite,5342,2016-04-30T20:48:02Z,0,4109,3.3964468240447796,1.211000243368216,24.54611827695303,519775.0,
ryanhoo/StylishMusicPlayer,3698,2016-09-13T14:38:32Z,0,194,5.025773195876289,1.309278350515464,13.216494845360824,5777.0,
s4kibs4mi/java-developer-roadmap,4459,2019-04-23T06:42:13Z,0,1,0.0,1.0,0.0,5.0,
saiwu-bigkoo/Android-ConvenientBanner,4758,2014-12-23T06:12:33Z,0,29,4.827586206896552,1.4482758620689655,7.793103448275862,848.0,
saysky/ForestBlog,4723,2017-10-08T15:27:47Z,0,86,5.104651162790698,1.069767441860465,12.686046511627907,2437.0,
scribejava/scribejava,5470,2010-09-05T19:11:40Z,9,494,4.208502024291498,1.4008097165991902,10.935222672064777,12671.0,
scwang90/SmartRefreshLayout,25171,2017-06-02T09:52:50Z,14,341,6.651026392961877,1.5073313782991202,30.319648093841643,18146.0,
seaswalker/spring-analysis,13761,2016-09-09T07:46:32Z,0,33,2.4242424242424243,1.2424242424242424,1.7878787878787878,378.0,
seven332/EhViewer,9568,2014-05-14T12:03:52Z,97,601,7.144758735440932,1.821963394342762,45.26289517470882,44372.0,
shopizer-ecommerce/shopizer,3903,2012-11-21T03:42:39Z,18,1233,7.846715328467154,1.6788321167883211,34.145174371451745,53489.0,
shuzheng/zheng,16693,2016-10-04T10:07:06Z,0,509,4.530451866404715,1.4086444007858545,340.8565815324165,41742.0,
shuzijun/leetcode-editor,3959,2019-03-19T16:32:17Z,59,301,6.3156146179401995,1.7375415282392026,20.15282392026578,13448.0,
shwenzhang/AndResGuard,8634,2015-10-11T11:48:06Z,4,66,3.5303030303030303,1.5,22.37878787878788,6506.0,
signalapp/Signal-Server,10481,2013-12-09T07:10:36Z,0,1247,9.201283079390537,1.4779470729751403,15.724137931034482,60421.0,
singwhatiwanna/dynamic-load-apk,6022,2014-03-30T11:51:00Z,0,62,5.806451612903226,1.4516129032258065,9.419354838709678,2620.0,
skylot/jadx,48005,2013-03-18T17:08:21Z,34,3081,4.479389808503733,1.6939305420318078,32.29568321973385,138367.0,
smuyyh/BookReader,6886,2016-08-03T05:17:27Z,0,699,4.798283261802575,1.4377682403433476,25.32331902718169,30914.0,
sockeqwe/mosby,5459,2015-03-25T00:59:19Z,15,665,5.368421052631579,1.6075187969924811,9.593984962406015,17193.0,
socketio/socket.io-client-java,5415,2013-04-28T17:04:05Z,7,229,1.9213973799126638,1.0960698689956332,4.253275109170306,5639.0,
sofastack/sofa-boot,5076,2018-04-02T08:28:14Z,83,1181,5.132938187976292,1.1981371718882303,17.818797629127857,32830.0,
sofastack/sofa-jraft,3800,2019-03-04T10:13:43Z,32,1450,6.142758620689655,1.4655172413793103,75.93448275862069,138223.0,
sofastack/sofa-rpc,3921,2018-04-09T03:32:04Z,66,1537,5.297983083929733,1.3259596616785947,24.467143786597266,72920.0,
spinnaker/spinnaker,9714,2014-07-02T19:02:36Z,30,8401,6.636352815141055,1.5070824901797406,14.098559695274371,244328.0,
spockframework/spock,3628,2010-12-12T19:02:34Z,28,734,5.587193460490464,1.4768392370572208,34.39509536784741,25871.0,
spotbugs/spotbugs,3856,2016-11-04T22:18:08Z,73,5342,4.087420441782104,1.3768251591164358,25.68307749906402,220429.0,
spring-attic/spring-mvc-showcase,4985,2011-06-03T15:36:55Z,0,58,5.172413793103448,1.206896551724138,9.448275862068966,1281.0,
spring-attic/spring-security-oauth,4699,2011-07-26T18:08:49Z,0,999,6.155155155155155,1.6396396396396395,13.40940940940941,35257.0,
spring-cloud/spring-cloud-gateway,4852,2016-11-16T21:42:51Z,46,1244,6.842443729903537,1.362540192926045,16.567524115755628,42780.0,
spring-cloud/spring-cloud-kubernetes,3532,2016-12-13T21:36:25Z,40,1211,8.18001651527663,1.29644921552436,4.886044591246903,36607.0,
spring-cloud/spring-cloud-netflix,4961,2014-07-11T15:46:12Z,30,239,7.364016736401673,1.1924686192468619,94.40167364016736,8028.0,
spring-io/initializr,3665,2013-06-07T16:02:22Z,19,749,5.854472630173564,1.2630173564753004,35.64485981308411,33559.0,
spring-projects/spring-ai,8451,2023-06-27T18:57:29Z,19,3875,6.9478709677419355,1.2025806451612904,28.190451612903225,179079.0,
spring-projects/spring-authorization-server,5085,2020-03-17T17:28:57Z,85,671,10.327868852459016,1.3964232488822652,16.87928464977645,37052.0,
spring-projects/spring-boot,80372,2012-10-19T15:02:57Z,345,13944,5.504948364888124,1.2908777969018932,12.938396442914515,410664.0,
spring-projects/spring-data-examples,5425,2014-01-30T15:42:43Z,0,6659,2.633128097311909,1.0061570806427391,0.47244330980627725,51594.0,
spring-projects/spring-framework,59829,2010-12-08T04:04:45Z,359,18771,5.224441958339993,1.4613499547173832,29.501465025837728,772044.0,
spring-projects/spring-security,9495,2012-01-10T21:50:57Z,249,7177,7.644698341925595,1.264037898843528,10.489340950257768,288835.0,
springdoc/springdoc-openapi,3694,2019-07-11T23:08:20Z,103,3782,3.9500264410364885,1.3328926493918563,9.09730301427816,54779.0,
springfox/springfox,5939,2012-05-06T06:38:57Z,12,1134,5.704585537918871,1.120811287477954,23.241622574955908,32063.0,
springside/springside4,5667,2012-02-23T08:39:03Z,3,315,3.165079365079365,1.276190476190476,24.784126984126985,12842.0,
sqshq/piggymetrics,13890,2015-03-29T17:56:31Z,2,99,6.040404040404041,1.0606060606060606,3.8282828282828283,1881.0,
square/android-times-square,4424,2013-01-30T20:28:27Z,0,47,4.553191489361702,1.2340425531914894,25.872340425531913,2286.0,
square/dagger,7308,2012-08-02T23:25:32Z,0,405,3.180246913580247,1.2296296296296296,6.002469135802469,8017.0,
square/javapoet,10858,2013-02-01T16:56:30Z,0,99,4.515151515151516,1.1515151515151516,129.2929292929293,7543.0,
square/otto,5133,2012-06-27T19:06:49Z,0,85,2.4352941176470586,1.388235294117647,3.552941176470588,1987.0,
square/sqlbrite,4536,2015-02-19T04:38:37Z,9,106,4.69811320754717,1.3584905660377358,4.30188679245283,3329.0,
sshahine/JFoenix,6340,2015-09-08T14:04:24Z,0,425,6.92,1.6235294117647059,22.084705882352942,24546.0,
ssssssss-team/spider-flow,11321,2020-03-27T11:07:15Z,2,161,5.385093167701863,1.7329192546583851,20.32919254658385,8748.0,
stanfordnlp/CoreNLP,10064,2013-06-27T21:13:49Z,19,4305,5.948199767711963,1.6518002322880372,148.57862950058072,557599.0,
stfalcon-studio/ChatKit,3725,2017-02-02T09:37:15Z,1,108,5.768518518518518,2.8981481481481484,35.48148148148148,4680.0,
stleary/JSON-java,4719,2010-12-21T17:46:09Z,25,104,3.144230769230769,1.1923076923076923,368.65384615384613,13048.0,
strimzi/strimzi-kafka-operator,5766,2016-05-06T08:52:33Z,170,1524,10.977034120734908,1.4816272965879265,45.35301837270341,123552.0,
sunfusheng/MarqueeView,3790,2016-06-01T06:50:46Z,0,22,5.409090909090909,1.3636363636363635,5.454545454545454,804.0,
supertokens/supertokens-core,15001,2020-01-05T13:30:52Z,119,1019,11.3846908734053,1.6123650637880276,73.71344455348381,113118.0,
swagger-api/swagger-core,7523,2011-07-05T23:44:11Z,130,1622,4.620221948212084,1.2268803945745992,49.77188655980271,46987.0,
syncthing/syncthing-android,4187,2014-02-22T17:15:19Z,332,142,6.514084507042254,1.6901408450704225,9.049295774647888,8424.0,
tbruyelle/RxPermissions,10436,2015-09-29T13:55:09Z,11,20,4.65,1.1,10.1,876.0,
tchiotludo/akhq,3786,2018-09-09T19:35:39Z,43,301,8.192691029900333,1.2956810631229236,29.425249169435215,17177.0,
tencentmusic/supersonic,4785,2023-06-12T07:23:28Z,15,1138,6.292618629173989,1.2899824253075571,46.020210896309315,46553.0,
termux/termux-api,3632,2015-07-03T00:57:59Z,53,168,5.470238095238095,1.3928571428571428,3.6845238095238093,11674.0,
termux/termux-app,53075,2015-10-23T09:42:46Z,95,321,5.912772585669782,1.4299065420560748,60.82554517133956,24563.0,
testcontainers/testcontainers-java,8622,2015-04-12T12:44:59Z,91,924,5.353896103896104,1.4891774891774892,21.76082251082251,32581.0,
theonedev/onedev,14840,2018-11-06T02:57:01Z,469,8426,5.8685022549252315,1.3965107999050559,26.84773320674104,339086.0,
thinkaurelius/titan,5238,2012-02-25T22:53:53Z,0,1594,5.8626097867001254,1.3613550815558344,20.50564617314931,71163.0,
tiann/epic,4541,2017-05-22T02:52:44Z,5,149,3.228187919463087,1.6241610738255035,30.395973154362416,5127.0,
tianshiyeben/wgcloud,5117,2019-01-15T02:02:21Z,31,118,6.0508474576271185,1.194915254237288,34.54237288135593,6105.0,
timehop/sticky-headers-recyclerview,3846,2014-10-03T01:57:46Z,0,29,4.620689655172414,1.2758620689655173,3.2413793103448274,808.0,
tink-crypto/tink,13550,2014-06-06T16:21:09Z,21,1465,7.441638225255972,1.2928327645051194,30.075767918088737,82161.0,
tonikelope/megabasterd,5420,2016-09-29T16:54:54Z,208,201,2.7611940298507465,1.4875621890547264,85.72139303482587,20673.0,
torakiki/pdfsam,4342,2013-09-24T11:06:13Z,71,645,7.0418604651162795,1.4093023255813955,4.964341085271318,19944.0,
traccar/traccar,7153,2012-04-16T08:33:49Z,69,1834,5.662486368593239,1.9536532170119956,6.0038167938931295,69487.0,
traex/RippleEffect,4902,2014-10-14T13:32:51Z,0,19,3.4210526315789473,1.368421052631579,23.157894736842106,504.0,
trello-archive/RxLifecycle,7668,2015-07-20T13:32:23Z,22,81,6.45679012345679,1.654320987654321,1.4074074074074074,2368.0,
tronprotocol/java-tron,4052,2017-12-26T10:20:38Z,82,1677,8.581395348837209,1.7901013714967204,83.09540846750149,152581.0,
tuguangquan/mybatis,4773,2014-11-03T04:51:06Z,0,1039,3.751684311838306,1.277189605389798,21.467757459095285,39118.0,
tyrantgit/ExplosionField,3584,2015-09-23T11:34:50Z,0,10,4.9,1.5,4.3,343.0,
uber/NullAway,4031,2017-09-01T17:35:57Z,38,586,4.752559726962457,1.2013651877133107,58.28839590443686,25520.0,
umano/AndroidSlidingUpPanel,9477,2013-05-31T18:33:53Z,8,17,4.9411764705882355,1.3529411764705883,132.0,2011.0,
uncle-novel/uncle-novel,3856,2018-12-11T12:15:30Z,1,269,7.289962825278811,1.657992565055762,10.41635687732342,16991.0,
undertow-io/undertow,3745,2012-07-19T00:52:44Z,18,3187,5.16786946972074,1.2441167241920301,37.168497019140254,168171.0,
vavr-io/vavr,6131,2014-01-30T14:07:25Z,22,755,8.690066225165562,1.2344370860927152,1009.1854304635762,71254.0,
vert-x3/vertx-examples,3586,2015-02-24T17:42:44Z,0,453,5.3509933774834435,1.8233995584988962,1.0264900662251655,9120.0,
vespa-engine/vespa,6868,2016-06-03T20:54:20Z,271,11402,6.09936853183652,1.6146290124539555,40.34906156814594,608405.0,
vinc3m1/RoundedImageView,6418,2013-02-22T01:17:37Z,19,15,8.4,1.8,107.46666666666667,1265.0,
vipshop/vjtools,7650,2018-05-29T09:07:08Z,9,379,3.134564643799472,1.2770448548812665,26.30079155672823,18382.0,
vipulasri/Timeline-View,3882,2015-12-15T14:55:04Z,15,2,9.0,1.5,453.5,418.0,
wasabeef/Blurry,5658,2015-07-23T14:12:08Z,0,14,5.142857142857143,1.0,0.6428571428571429,636.0,
wasabeef/glide-transformations,9906,2015-01-09T10:33:29Z,0,27,5.555555555555555,2.1481481481481484,2.7777777777777777,991.0,
wasabeef/richeditor-android,6350,2015-03-30T16:19:20Z,0,43,2.4186046511627906,1.1395348837209303,46.95348837209303,804.0,
watabou/pixel-dungeon,3865,2014-07-26T17:34:32Z,0,839,5.6305125148986885,2.622169249106079,12.423122765196663,38623.0,
water8394/flink-recommandSystem-demo,4474,2019-05-15T07:55:35Z,0,77,3.727272727272727,1.077922077922078,6.402597402597403,1835.0,
wdullaer/MaterialDateTimePicker,4641,2015-01-03T19:41:03Z,54,73,6.589041095890411,1.4657534246575343,127.63013698630137,7536.0,
weibocom/motan,5903,2016-04-20T10:56:17Z,28,844,5.9739336492890995,1.4312796208530805,32.71800947867298,46905.0,
wendux/DSBridge-Android,3879,2017-01-02T11:58:53Z,2,47,2.978723404255319,1.1063829787234043,15.97872340425532,1841.0,
wequick/Small,5037,2015-11-27T11:37:20Z,25,185,3.8054054054054056,1.4756756756756757,20.167567567567566,7726.0,
wildfirechat/im-server,8476,2019-01-23T15:21:28Z,115,1035,6.576811594202899,1.5449275362318842,112.17777777777778,161275.0,
williamfiset/Algorithms,18558,2017-03-18T02:50:46Z,0,450,2.7222222222222223,1.0555555555555556,23.85333333333333,32753.0,
willowtreeapps/spruce-android,3711,2017-02-23T20:34:18Z,3,122,4.860655737704918,1.3688524590163935,5.352459016393443,4269.0,
winterbe/java8-tutorial,16763,2014-03-16T17:25:43Z,0,88,1.0340909090909092,1.0,3.909090909090909,2081.0,
wiremock/wiremock,7199,2011-10-09T20:27:24Z,52,1844,5.83297180043384,1.3633405639913232,69.92082429501085,77924.0,
wuhaoyu1990/MagicCamera,5513,2016-01-08T11:36:56Z,0,352,3.5426136363636362,1.4659090909090908,7.630681818181818,14543.0,
wuyouzhuguli/SpringAll,29004,2018-05-02T02:48:44Z,0,372,5.137096774193548,1.1129032258064515,3.586021505376344,5988.0,
wxiaoqi/Spring-Cloud-Platform,6426,2017-05-25T10:35:26Z,3,177,4.887005649717514,1.4067796610169492,57.64971751412429,6014.0,
wyouflf/xUtils3,5959,2015-10-28T10:56:04Z,9,218,5.224770642201835,1.408256880733945,27.44954128440367,12561.0,
xcltapestry/XCL-Charts,4022,2014-06-09T15:44:50Z,0,327,7.740061162079511,2.1773700305810397,49.042813455657495,23397.0,
ximsfei/Android-skin-support,6520,2017-01-12T15:03:54Z,0,406,6.1330049261083746,1.3916256157635467,17.63054187192118,19543.0,
xkcoding/spring-boot-demo,34109,2017-11-10T06:27:29Z,0,481,5.035343035343035,1.130977130977131,2.3264033264033266,7155.0,
xpipe-io/xpipe,13968,2023-01-27T02:25:38Z,152,1662,7.0752105896510225,1.5697954271961492,19.926594464500603,73223.0,
xuchengsheng/spring-reading,9921,2023-09-15T06:42:44Z,0,290,2.806896551724138,1.0275862068965518,0.5344827586206896,3039.0,
xuexiangjys/XUI,5075,2019-01-07T07:59:02Z,23,1657,5.634278817139409,1.6107423053711527,52.71031985515993,91066.0,
xuxueli/xxl-job,30033,2015-11-28T12:59:34Z,43,172,4.988372093023256,1.1569767441860466,24.453488372093023,8763.0,
xxv/android-lifecycle,5264,2014-04-18T14:26:22Z,0,6,7.0,1.6666666666666667,151.66666666666666,481.0,
yacy/yacy_search_server,3867,2015-03-22T12:54:20Z,0,1541,5.3283582089552235,1.3672939649578195,46.82738481505516,167118.0,
yangfuhai/ASimpleCache,3665,2013-07-28T13:50:59Z,0,29,4.586206896551724,1.3103448275862069,38.51724137931034,1993.0,
yanzhenjie/AndPermission,6646,2016-09-11T05:17:34Z,0,168,3.994047619047619,1.1666666666666667,7.488095238095238,4486.0,
yanzhenjie/AndServer,3857,2016-06-14T00:52:52Z,1,214,5.0233644859813085,1.5420560747663552,48.05140186915888,12029.0,
yanzhenjie/NoHttp,3775,2015-07-29T06:11:12Z,0,228,4.456140350877193,1.5,45.64912280701754,8428.0,
yanzhenjie/SwipeRecyclerView,5720,2016-08-03T15:43:34Z,0,275,4.8545454545454545,1.3890909090909092,26.970909090909092,11063.0,
yarolegovich/DiscreteScrollView,5783,2017-03-03T23:38:54Z,2,105,4.228571428571429,1.2476190476190476,19.114285714285714,3698.0,
yasserg/crawler4j,4626,2011-12-31T22:49:18Z,3,83,5.27710843373494,1.3132530120481927,55.89156626506024,4736.0,
ybq/Android-SpinKit,8651,2016-03-20T08:40:51Z,0,71,4.816901408450704,3.1690140845070425,21.52112676056338,1812.0,
yhaolpz/FloatWindow,4198,2017-11-14T14:33:55Z,9,44,3.772727272727273,1.2727272727272727,9.727272727272727,1473.0,
yipianfengye/android-zxingLibrary,5016,2016-07-26T08:00:18Z,0,52,4.711538461538462,1.3269230769230769,5.634615384615385,2018.0,
yixia/VitamioBundle,5267,2012-10-19T08:40:49Z,0,101,4.9504950495049505,1.316831683168317,75.06930693069307,6501.0,
youlookwhat/CloudReader,5007,2016-11-20T11:59:25Z,26,492,4.75,1.4552845528455285,19.41260162601626,19393.0,
youlookwhat/DesignPattern,5105,2016-10-21T10:59:32Z,0,197,2.5380710659898478,1.2791878172588833,1.4263959390862944,2603.0,
youth5201314/banner,13040,2016-04-22T05:50:25Z,0,73,6.082191780821918,1.8356164383561644,47.68493150684932,2724.0,
youtube/api-samples,5962,2013-12-09T18:41:41Z,0,42,6.404761904761905,1.0,4.380952380952381,2541.0,
yuanguangxin/LeetCode,7487,2020-01-11T01:02:02Z,0,145,1.2413793103448276,1.0,0.8413793103448276,3441.0,
yudaocode/SpringBoot-Labs,20077,2018-09-12T14:51:46Z,0,1451,4.29290144727774,1.0544452101998623,1.3880082701585115,17375.0,
yuliskov/SmartTube,29378,2020-07-28T12:53:52Z,987,3288,6.611009732360097,1.5392335766423357,66.31052311435523,244098.0,
zaproxy/zaproxy,14963,2015-06-03T16:55:01Z,26,2385,4.586582809224319,1.9559748427672956,70.91991614255765,171397.0,
